Shipment_ID,Shipment_Date,Product_ID,Warehouse_ID,Supplier_ID,Order_Quantity,Delivered_Quantity,Inventory_Before,Inventory_After,Shipping_Cost,Delivery_Days,Expected_Delivery_Days,Delivery_Status,Late_Delivery_Days,Transport_Mode,Distance_KM,Order_Priority,Returned_Units,Damage_Units,Order_Value,Warehouse_Handling_Cost,Fuel_Cost,Shipment_Status,Year,Quarter,Month,Month_Name,Week,Day
SHP005268,16-07-2026,PRD0278,WH011,SUP013,59,59,488,430,7495.75,2,3,On Time,0,Air,1247.8,High,1,0,533081.52,429.63,1046.55,Completed,2026,3,7,July,29,16
SHP005269,12-10-2025,PRD0265,WH015,SUP028,218,193,315,122,3304.16,1,2,On Time,0,Air,3992.7,High,13,2,768257.73,152.07,4388.22,Returned,2025,4,10,October,41,12
SHP005270,15-10-2025,PRD0039,WH003,SUP046,567,567,764,203,700.45,7,8,On Time,0,Rail,1092,High,6,9,3866809.59,392.75,223.79,Completed,2025,4,10,October,42,15
SHP005271,19-02-2024,PRD0216,WH021,SUP061,280,275,702,436,564.15,23,17,Late,6,Sea,3965.5,Medium,9,3,1147990.25,271.56,903.84,Completed,2024,1,2,February,8,19
SHP005272,05-12-2025,PRD0189,WH028,SUP005,114,114,655,547,546.46,4,5,On Time,0,Rail,727.2,Low,6,2,254429.76,425.2,174.21,Completed,2025,4,12,December,49,5
SHP005273,27-03-2025,PRD0112,WH030,SUP017,95,86,671,589,571.38,1,3,On Time,0,Road,967.4,Medium,4,2,23395.44,602.09,384.92,Completed,2025,1,3,March,13,27
SHP005274,03-08-2025,PRD0140,WH027,SUP049,120,120,767,651,7019.36,15,16,On Time,0,Sea,14069.6,Low,4,2,835394.4,433.59,2889.53,Completed,2025,3,8,August,31,3
SHP005275,15-07-2025,PRD0023,WH017,SUP038,478,431,556,153,2899.79,1,3,On Time,0,Air,3683,Medium,28,7,1129422.57,390.15,3393.72,Completed,2025,3,7,July,29,15
SHP005276,27-09-2024,PRD0095,WH009,SUP003,258,258,748,507,1444.53,1,2,On Time,0,Air,11846.4,Medium,17,0,546892.92,231.64,12354.57,Completed,2024,3,9,September,39,27
SHP005277,27-05-2026,PRD0118,WH003,SUP048,426,426,679,253,442.91,14,9,Late,5,Rail,913.3,Medium,0,8,674511.36,439.41,201.66,In Transit,2026,2,5,May,22,27
SHP005278,09-06-2024,PRD0195,WH018,SUP029,225,225,832,619,8961.75,11,12,On Time,0,Sea,7620.9,Medium,12,6,2073051,478.31,1831.98,Completed,2024,2,6,June,23,9
SHP005279,05-07-2026,PRD0242,WH015,SUP052,106,90,887,797,1520.75,2,2,On Time,0,Air,3167.3,Low,0,1,60818.4,504.01,2499.26,In Transit,2026,3,7,July,27,5
SHP005280,11-07-2026,PRD0364,WH018,SUP064,342,342,546,210,11253.67,8,10,On Time,0,Sea,7114.2,Low,6,3,2716550.46,237.14,2051.2,Completed,2026,3,7,July,28,11
SHP005281,20-11-2024,PRD0126,WH004,SUP064,306,302,712,430,8141.42,1,2,On Time,0,Air,6496.2,Medium,20,7,62580.44,243.53,5137.47,Completed,2024,4,11,November,47,20
SHP005282,11-05-2025,PRD0093,WH022,SUP055,116,105,171,72,2100.31,11,13,On Time,0,Sea,15920.8,High,6,1,170732.1,276.45,3372.23,Completed,2025,2,5,May,19,11
SHP005283,29-07-2024,PRD0115,WH021,SUP029,254,220,291,71,684.52,3,3,On Time,0,Air,5960.1,Medium,0,1,125468.2,458.48,6812.71,In Transit,2024,3,7,July,31,29
SHP005284,04-11-2025,PRD0352,WH017,SUP007,263,263,1153,897,7827.46,8,4,Late,4,Road,1246.9,Medium,7,3,4534277.8,519.42,437.36,Completed,2025,4,11,November,45,4
SHP005285,13-08-2025,PRD0017,WH023,SUP072,189,189,208,20,849.43,5,5,On Time,0,Rail,2062.7,Medium,1,2,1583145.27,475.51,434.23,Completed,2025,3,8,August,33,13
SHP005286,26-05-2026,PRD0214,WH021,SUP019,490,490,722,259,1340.47,16,17,On Time,0,Sea,4794.9,Medium,27,11,215506.9,398.84,1278,Completed,2026,2,5,May,22,26
SHP005287,18-12-2025,PRD0057,WH003,SUP068,174,174,325,151,5871.41,4,5,On Time,0,Rail,2022.3,Medium,2,4,3468707.4,615.67,322.55,Returned,2025,4,12,December,51,18
SHP005288,18-06-2024,PRD0032,WH009,SUP064,488,488,660,184,6431.64,2,3,On Time,0,Air,6844,Medium,12,6,4467381.36,476.16,5490.42,Completed,2024,2,6,June,25,18
SHP005289,28-02-2026,PRD0330,WH005,SUP045,412,412,706,306,2079.77,6,8,On Time,0,Rail,387,Medium,12,7,11795077.96,303.73,91.09,Completed,2026,1,2,February,9,28
SHP005290,18-07-2026,PRD0234,WH018,SUP031,83,70,895,825,342.46,8,6,Late,2,Road,1498.2,High,0,1,322891.8,375.45,565.18,In Transit,2026,3,7,July,29,18
SHP005291,11-08-2024,PRD0033,WH025,SUP038,542,542,592,68,3845.45,7,2,Late,5,Air,4023.5,Low,18,1,2457574.34,349.62,3698.32,Completed,2024,3,8,August,32,11
SHP005292,16-10-2025,PRD0320,WH029,SUP035,154,154,358,204,2108.26,16,14,Late,2,Sea,4073.5,Medium,0,2,1834956.2,414.37,1027.3,Completed,2025,4,10,October,42,16
SHP005293,10-03-2024,PRD0076,WH030,SUP058,191,191,522,332,1230.5,6,4,Late,2,Road,64,Medium,1,1,2414039.45,306.11,88.22,Completed,2024,1,3,March,10,10
SHP005294,20-02-2026,PRD0203,WH008,SUP057,195,195,447,258,1104.64,18,20,On Time,0,Sea,4654.1,Low,6,3,1132702.35,527.33,1312.84,Completed,2026,1,2,February,8,20
SHP005295,10-06-2025,PRD0117,WH026,SUP004,248,248,297,53,726.13,1,2,On Time,0,Air,2967.4,Medium,4,3,651270.32,547.13,2648.23,Completed,2025,2,6,June,24,10
SHP005296,10-03-2026,PRD0168,WH019,SUP012,146,146,733,587,1697.7,3,3,On Time,0,Road,137.6,Medium,0,3,1410009.6,444.13,115.6,In Transit,2026,1,3,March,11,10
SHP005297,02-07-2024,PRD0245,WH001,SUP060,517,517,744,249,1062.32,4,6,On Time,0,Road,341.2,Medium,22,13,3249019.29,233.26,184.16,Completed,2024,3,7,July,27,2
SHP005298,05-07-2026,PRD0384,WH027,SUP025,220,210,691,487,38579.12,2,2,On Time,0,Air,13253,Low,6,2,903054.6,655.34,10551.54,Completed,2026,3,7,July,27,5
SHP005299,14-07-2025,PRD0374,WH026,SUP039,40,37,323,287,1548.03,18,16,Late,2,Sea,3287.4,Medium,1,0,99678,206.38,994.81,Completed,2025,3,7,July,29,14
SHP005300,26-07-2024,PRD0045,WH009,SUP051,166,166,774,612,2842.32,1,3,On Time,0,Air,1724.1,High,4,3,4850588.06,633.39,1954.28,Completed,2024,3,7,July,30,26
SHP005301,03-09-2025,PRD0203,WH011,SUP018,59,59,912,855,2088.2,3,3,On Time,0,Air,4905.2,Medium,2,1,342715.07,413.28,4953.14,Completed,2025,3,9,September,36,3
SHP005302,12-02-2025,PRD0354,WH012,SUP030,266,266,415,158,8091.18,13,7,Late,6,Road,824,High,9,1,1194970.42,648.12,291.34,Completed,2025,1,2,February,7,12
SHP005303,02-06-2025,PRD0034,WH018,SUP046,480,480,851,408,819.71,2,2,On Time,0,Air,868.9,Low,37,8,3439219.2,120.47,859.96,Completed,2025,2,6,June,23,2
SHP005304,15-03-2026,PRD0333,WH025,SUP020,442,374,1058,706,235.4,7,8,On Time,0,Rail,484.4,Low,22,0,3224040.82,169.53,122.89,Completed,2026,1,3,March,11,15
SHP005305,13-02-2024,PRD0359,WH018,SUP023,490,490,507,35,16923.09,13,13,On Time,0,Sea,4674.7,Low,18,10,10476449.9,597.09,1411.09,Completed,2024,1,2,February,7,13
SHP005306,20-08-2025,PRD0008,WH028,SUP022,385,385,503,139,318.61,19,20,On Time,0,Sea,3012.7,Medium,21,4,1689903.6,341.47,848.91,Completed,2025,3,8,August,34,20
SHP005307,18-01-2025,PRD0030,WH019,SUP067,429,387,496,122,16516.71,1,1,On Time,0,Air,14298.6,Medium,13,4,3658608.99,469.56,14185.13,Completed,2025,1,1,January,3,18
SHP005308,19-09-2024,PRD0192,WH001,SUP007,159,159,1075,916,4033.81,1,2,On Time,0,Air,366.6,Medium,0,2,1886425.29,154.43,408.72,In Transit,2024,3,9,September,38,19
SHP005309,25-02-2025,PRD0118,WH024,SUP034,169,169,650,492,2620.36,1,2,On Time,0,Air,6057.3,Medium,11,2,267587.84,184.68,4901.59,Completed,2025,1,2,February,9,25
SHP005310,21-05-2026,PRD0076,WH010,SUP062,316,308,577,275,18992.31,10,11,On Time,0,Sea,5550.6,Low,6,6,3892796.6,194.2,1424.09,Completed,2026,2,5,May,21,21
SHP005311,15-10-2024,PRD0275,WH005,SUP044,421,421,643,240,1562.49,4,6,On Time,0,Road,409.7,Low,18,5,1005945.82,309.26,208.63,Completed,2024,4,10,October,42,15
SHP005312,14-04-2026,PRD0334,WH006,SUP055,321,321,580,280,227899.7,2,1,Late,1,Air,12868.3,Medium,21,0,2257676.46,389.57,13705.19,Completed,2026,2,4,April,16,14
SHP005313,19-09-2024,PRD0323,WH016,SUP057,55,47,418,372,28327.85,16,12,Late,4,Sea,4793.5,Medium,1,1,1370369.6,521.03,1215.04,Completed,2024,3,9,September,38,19
SHP005314,08-04-2024,PRD0045,WH008,SUP004,364,323,963,642,4020.19,2,3,On Time,0,Air,3062.2,High,2,7,9438192.43,448.22,2708.46,Completed,2024,2,4,April,15,8
SHP005315,29-04-2026,PRD0001,WH012,SUP070,337,336,772,441,1523.05,2,2,On Time,0,Air,4332.8,Low,5,8,288553.44,548.69,3523.34,Completed,2026,2,4,April,18,29
SHP005316,24-03-2026,PRD0010,WH023,SUP059,378,378,447,96,1698.93,10,10,On Time,0,Sea,8433.4,High,27,1,2886699.06,558.82,2284.84,Completed,2026,1,3,March,13,24
SHP005317,07-04-2024,PRD0313,WH005,SUP073,481,452,774,349,3427.29,16,18,On Time,0,Sea,3832.5,Medium,27,10,1011472.04,417.76,928.96,Completed,2024,2,4,April,14,7
SHP005318,08-05-2026,PRD0326,WH003,SUP019,227,227,372,156,7779.43,1,3,On Time,0,Air,3578,Medium,11,3,6685097.79,366.68,2925.05,Completed,2026,2,5,May,19,8
SHP005319,24-01-2025,PRD0390,WH026,SUP008,556,556,556,4,1117.64,5,3,Late,2,Road,798.4,Low,4,7,4224176.64,264.02,298.68,Completed,2025,1,1,January,4,24
SHP005320,13-05-2024,PRD0031,WH006,SUP033,220,220,642,425,2067.67,18,14,Late,4,Sea,5526.6,Medium,3,4,1371323.8,331.17,1175.33,Completed,2024,2,5,May,20,13
SHP005321,30-10-2025,PRD0028,WH024,SUP005,20,16,873,857,1495.47,1,2,On Time,0,Air,1066.6,Medium,0,0,107360.96,273.29,1159.09,In Transit,2025,4,10,October,44,30
SHP005322,10-11-2025,PRD0076,WH022,SUP067,277,277,677,411,44225.63,13,14,On Time,0,Sea,14675.1,Low,11,4,3500989.15,567.14,4029.77,Completed,2025,4,11,November,46,10
SHP005323,09-05-2024,PRD0271,WH016,SUP050,273,273,652,397,1864.23,3,5,On Time,0,Rail,909.4,Medium,18,3,3089661.12,403.12,189.46,Completed,2024,2,5,May,19,9
SHP005324,11-12-2024,PRD0379,WH005,SUP023,420,397,612,242,8025.95,2,3,On Time,0,Air,4145.8,Low,27,6,774701.83,230.72,4331.55,Completed,2024,4,12,December,50,11
SHP005325,21-05-2024,PRD0265,WH001,SUP047,204,196,600,404,4269.61,2,3,On Time,0,Air,4928.3,High,0,2,780199.56,562.73,5129.42,In Transit,2024,2,5,May,21,21
SHP005326,09-01-2026,PRD0368,WH012,SUP017,99,92,467,378,837.27,3,5,On Time,0,Rail,1000.8,High,3,2,645855.64,452.45,234.61,Completed,2026,1,1,January,2,9
SHP005327,13-04-2025,PRD0394,WH025,SUP064,302,302,660,380,5973.34,11,12,On Time,0,Sea,7492.1,Medium,22,0,508223.72,137.86,1703.11,Completed,2025,2,4,April,15,13
SHP005328,26-09-2025,PRD0188,WH006,SUP073,475,475,578,110,16907.87,2,2,On Time,0,Air,3523.7,High,7,2,2037579,315.08,4083.21,Completed,2025,3,9,September,39,26
SHP005329,30-06-2025,PRD0352,WH022,SUP043,598,598,733,167,25836.98,18,18,On Time,0,Sea,5899.1,Medium,32,1,10309878.8,441.7,1580.44,Completed,2025,2,6,June,27,30
SHP005330,16-11-2025,PRD0368,WH012,SUP071,21,21,740,719,985.18,6,6,On Time,0,Road,621,Low,0,0,147423.57,338.25,241.59,Completed,2025,4,11,November,46,16
SHP005331,20-01-2024,PRD0100,WH024,SUP066,497,497,592,95,1339.99,10,12,On Time,0,Sea,6801.7,Medium,0,9,740927.6,474.29,1507.88,In Transit,2024,1,1,January,3,20
SHP005332,12-07-2025,PRD0241,WH027,SUP075,268,268,772,518,9751.02,19,20,On Time,0,Sea,4018.9,Low,14,7,1777164.28,161.65,1021.12,Completed,2025,3,7,July,28,12
SHP005333,06-04-2026,PRD0058,WH008,SUP074,290,285,566,282,6542.32,17,19,On Time,0,Sea,7514.6,High,1,0,2910881.7,467.18,2242.18,Completed,2026,2,4,April,15,6
SHP005334,07-06-2025,PRD0277,WH025,SUP024,286,286,1024,738,4570.18,12,13,On Time,0,Sea,6856.6,Low,0,7,147052.62,587.74,2058.7,Completed,2025,2,6,June,23,7
SHP005335,09-09-2024,PRD0163,WH022,SUP024,96,91,684,594,5196.48,17,17,On Time,0,Sea,7216.9,Medium,1,0,124981.22,665.72,1521.71,Completed,2024,3,9,September,37,9
SHP005336,18-04-2024,PRD0271,WH004,SUP075,408,408,546,153,19368.81,1,2,On Time,0,Air,4152.5,High,15,10,4617515.52,183.62,4620.52,Completed,2024,2,4,April,16,18
SHP005337,26-09-2025,PRD0277,WH020,SUP004,560,496,590,101,6007.72,1,1,On Time,0,Air,3077.2,Low,7,13,255028.32,192.38,3524.44,Completed,2025,3,9,September,39,26
SHP005338,04-01-2025,PRD0130,WH014,SUP053,372,372,660,289,484.68,2,3,On Time,0,Road,240.7,Medium,1,0,906240.36,548.7,153.1,Completed,2025,1,1,January,1,4
SHP005339,26-08-2024,PRD0213,WH007,SUP050,113,113,121,13,707.29,8,3,Late,5,Air,526.4,High,5,0,897511.54,464.01,635.91,Completed,2024,3,8,August,35,26
SHP005340,16-03-2026,PRD0319,WH027,SUP064,496,481,717,257,4375.14,18,18,On Time,0,Sea,7701.1,High,21,4,3734508.05,410.95,2068.33,Completed,2026,1,3,March,12,16
SHP005341,19-12-2025,PRD0346,WH012,SUP057,118,118,165,48,15175.5,3,2,Late,1,Air,3621.9,Medium,1,2,752974.52,210.43,3301.01,Completed,2025,4,12,December,51,19
SHP005342,07-05-2024,PRD0116,WH018,SUP048,261,261,675,425,556.98,1,3,On Time,0,Air,418.6,Low,11,5,114975.72,445.69,466.12,Completed,2024,2,5,May,19,7
SHP005343,24-11-2025,PRD0048,WH006,SUP039,150,150,597,455,19348.18,11,12,On Time,0,Sea,3486.9,Low,8,2,1761429,598.53,986.87,Completed,2025,4,11,November,48,24
SHP005344,24-08-2024,PRD0169,WH001,SUP052,326,326,758,452,23803.41,2,3,On Time,0,Air,3142.6,Medium,20,2,4756718.16,156.59,3052.05,Completed,2024,3,8,August,34,24
SHP005345,15-12-2025,PRD0009,WH003,SUP055,314,252,436,189,999.92,2,3,On Time,0,Air,12216.1,Medium,5,2,2780625.96,426.63,11588.2,Completed,2025,4,12,December,51,15
SHP005346,23-07-2025,PRD0315,WH002,SUP017,149,149,1274,1134,230.13,2,3,On Time,0,Road,440.3,Medium,9,2,949949.5,480.79,198.71,Completed,2025,3,7,July,30,23
SHP005347,11-01-2025,PRD0161,WH025,SUP070,509,509,799,324,35529.99,3,3,On Time,0,Air,4711.8,Low,34,13,3892419.71,249.71,5129.36,Completed,2025,1,1,January,2,11
SHP005348,01-06-2024,PRD0300,WH011,SUP002,331,331,990,668,4873.82,1,1,On Time,0,Air,6316.7,Medium,9,0,1764312.75,260.98,5276.51,Completed,2024,2,6,June,22,1
SHP005349,08-01-2026,PRD0377,WH011,SUP029,445,445,822,380,18474.78,1,1,On Time,0,Air,6112.2,Medium,3,2,951992.95,224.25,5921.94,Completed,2026,1,1,January,2,8
SHP005350,25-06-2026,PRD0181,WH019,SUP048,129,107,289,187,2575.66,7,1,Late,6,Air,613.6,Medium,5,1,1617036.43,402.34,582.35,Completed,2026,2,6,June,26,25
SHP005351,04-02-2025,PRD0091,WH003,SUP008,117,117,628,511,565.03,9,9,On Time,0,Rail,2079.2,High,0,0,139159.8,151.28,336.15,In Transit,2025,1,2,February,6,4
SHP005352,17-11-2025,PRD0291,WH004,SUP015,104,101,1063,966,4170.53,13,13,On Time,0,Sea,6188.8,Low,4,1,808731.24,405.65,1845.92,Completed,2025,4,11,November,47,17
SHP005353,02-04-2026,PRD0068,WH022,SUP068,435,435,532,110,1635.21,2,1,Late,1,Air,340.8,Medium,13,0,715561.95,301.07,347.13,Completed,2026,2,4,April,14,2
SHP005354,31-12-2025,PRD0177,WH003,SUP028,495,495,690,233,9622.84,16,17,On Time,0,Sea,4684.5,Medium,38,4,9572800.05,152.94,1163.16,Completed,2025,4,12,December,1,31
SHP005355,04-08-2024,PRD0006,WH020,SUP031,430,430,972,542,350.17,3,5,On Time,0,Road,586.7,High,0,10,3618351.1,203.12,199.39,Completed,2024,3,8,August,31,4
SHP005356,30-06-2026,PRD0369,WH006,SUP020,93,93,973,884,5863.41,2,2,On Time,0,Air,2394.1,Medium,4,0,210757.53,356.87,2384.55,Completed,2026,2,6,June,27,30
SHP005357,20-09-2025,PRD0157,WH028,SUP009,172,170,290,132,3626.07,1,1,On Time,0,Air,1811,Medium,12,0,1140081.2,529.15,2024.46,Completed,2025,3,9,September,38,20
SHP005358,01-09-2025,PRD0304,WH004,SUP041,441,441,591,177,8081.61,12,11,Late,1,Sea,13966.9,High,27,4,571302.27,457.52,3141.87,Completed,2025,3,9,September,36,1
SHP005359,05-02-2026,PRD0117,WH013,SUP001,424,424,542,148,317.24,4,6,On Time,0,Road,127.2,High,30,11,1113462.16,321.44,76.98,Completed,2026,1,2,February,6,5
SHP005360,03-07-2024,PRD0056,WH015,SUP042,373,373,601,230,6141.94,1,3,On Time,0,Air,1177.9,Medium,2,3,5596402.48,568.01,1292.47,Completed,2024,3,7,July,27,3
SHP005361,15-07-2025,PRD0118,WH012,SUP037,217,217,239,36,6341.81,1,1,On Time,0,Air,12342.5,High,14,2,343589.12,518.06,13323.26,Completed,2025,3,7,July,29,15
SHP005362,01-04-2024,PRD0327,WH007,SUP068,383,383,668,306,1844.2,2,4,On Time,0,Road,876.5,Low,21,0,1032253.94,549.83,355.83,Completed,2024,2,4,April,14,1
SHP005363,23-07-2025,PRD0360,WH007,SUP012,132,110,1119,1017,8787.05,5,7,On Time,0,Road,737.5,High,8,1,3437869.6,224.11,356.01,Completed,2025,3,7,July,30,23
SHP005364,16-10-2024,PRD0373,WH018,SUP024,236,236,318,86,10544.32,13,13,On Time,0,Sea,7726.4,Medium,4,1,1395760.64,531.02,2288.47,Completed,2024,4,10,October,42,16
SHP005365,03-03-2024,PRD0394,WH018,SUP020,23,23,517,495,470.93,8,8,On Time,0,Rail,514,Medium,1,0,38705.78,414.62,89.95,Completed,2024,1,3,March,9,3
SHP005366,09-11-2024,PRD0101,WH001,SUP062,259,245,334,93,3523.48,1,1,On Time,0,Air,5028.7,Medium,4,6,442766.45,165.55,4820.74,Completed,2024,4,11,November,45,9
SHP005367,28-02-2025,PRD0310,WH015,SUP010,79,71,264,195,1019.16,5,6,On Time,0,Road,1462.8,Low,2,1,111855.53,402.26,619.58,Completed,2025,1,2,February,9,28
SHP005368,15-09-2025,PRD0107,WH016,SUP056,40,40,547,508,857.52,11,12,On Time,0,Sea,6814.3,Medium,1,0,25858.8,661.78,1840.69,Completed,2025,3,9,September,38,15
SHP005369,25-08-2025,PRD0302,WH020,SUP001,134,134,509,376,777.77,8,10,On Time,0,Rail,2006.7,High,1,3,3342796.16,170.86,437.22,Completed,2025,3,8,August,35,25
SHP005370,13-04-2026,PRD0328,WH026,SUP060,22,21,163,143,13746.03,1,2,On Time,0,Air,1383.8,Medium,1,0,372030.33,516.72,1454.96,Completed,2026,2,4,April,16,13
SHP005371,18-06-2026,PRD0145,WH012,SUP006,39,38,282,244,11736.31,1,2,On Time,0,Air,4591.4,Low,0,1,270533.02,329.94,3909.37,Completed,2026,2,6,June,25,18
SHP005372,22-06-2026,PRD0120,WH008,SUP038,405,405,467,79,373.95,16,17,On Time,0,Sea,4538.1,Low,17,1,899241.75,427.94,1343.76,Completed,2026,2,6,June,26,22
SHP005373,03-03-2026,PRD0081,WH012,SUP064,41,41,314,274,482.61,17,13,Late,4,Sea,7319.9,Low,1,0,68287.96,640.72,2232.52,Completed,2026,1,3,March,10,3
SHP005374,05-04-2024,PRD0009,WH011,SUP028,398,398,576,186,602.14,6,3,Late,3,Air,3822,High,8,9,4391623.54,233.07,3509.23,Completed,2024,2,4,April,14,5
SHP005375,03-09-2025,PRD0096,WH006,SUP072,590,519,643,125,620.88,1,2,On Time,0,Air,1196.5,High,1,5,57795.84,575.19,1332.96,Completed,2025,3,9,September,36,3
SHP005376,23-06-2024,PRD0399,WH029,SUP062,585,585,993,453,7808.61,1,1,On Time,0,Air,4578.4,High,45,6,1290714.75,189.19,4764.16,Completed,2024,2,6,June,25,23
SHP005377,12-10-2025,PRD0246,WH022,SUP024,566,566,575,29,48758.55,1,2,On Time,0,Air,7057.1,Medium,20,1,5178554.74,400.02,6473.22,Completed,2025,4,10,October,41,12
SHP005378,16-05-2026,PRD0047,WH021,SUP037,119,119,751,632,31790.24,1,1,On Time,0,Air,13521.7,Medium,0,0,2546331.06,597.56,14790.83,In Transit,2026,2,5,May,20,16
SHP005379,13-09-2024,PRD0175,WH011,SUP025,36,36,673,639,8664.99,2,3,On Time,0,Air,12982.2,High,2,0,230145.48,498.14,13113.18,Completed,2024,3,9,September,37,13
SHP005380,01-11-2025,PRD0299,WH002,SUP047,437,437,772,363,2381.62,14,16,On Time,0,Sea,4869.5,High,28,11,8225703.44,292.51,1280.64,Completed,2025,4,11,November,44,1
SHP005381,22-02-2025,PRD0194,WH019,SUP062,59,51,719,672,4597.46,1,3,On Time,0,Air,4784.1,High,4,1,550691.88,451.9,5455.38,Completed,2025,1,2,February,8,22
SHP005382,11-10-2024,PRD0098,WH001,SUP018,159,159,882,732,845.8,19,20,On Time,0,Sea,5746.7,Medium,9,2,241315.89,132.1,1534.92,Completed,2024,4,10,October,41,11
SHP005383,24-06-2025,PRD0033,WH025,SUP062,507,443,632,219,1339.41,21,15,Late,6,Sea,5629.8,High,30,6,2008681.61,295.14,1474.08,Completed,2025,2,6,June,26,24
SHP005384,26-11-2025,PRD0063,WH004,SUP040,66,63,437,374,46997.76,1,1,On Time,0,Air,5220.5,High,0,0,544023.27,598.35,5225.95,Completed,2025,4,11,November,48,26
SHP005385,18-02-2025,PRD0131,WH014,SUP048,262,262,769,526,1393.15,6,7,On Time,0,Road,1058.5,Medium,19,1,912352.12,431.65,425.23,Completed,2025,1,2,February,8,18
SHP005386,31-08-2025,PRD0074,WH026,SUP031,459,370,743,396,1272.58,12,8,Late,4,Rail,463.7,Low,23,7,7693484,176.52,130.2,Completed,2025,3,8,August,35,31
SHP005387,19-06-2024,PRD0357,WH008,SUP006,200,200,934,742,35712.38,1,1,On Time,0,Air,5007.4,Medium,8,0,4380288,504.7,3882.12,Completed,2024,2,6,June,25,19
SHP005388,22-12-2025,PRD0167,WH018,SUP069,181,174,775,606,1499.19,3,5,On Time,0,Rail,569.3,High,5,4,1698675,574.83,164.69,Completed,2025,4,12,December,52,22
SHP005389,02-04-2026,PRD0242,WH018,SUP026,582,582,746,188,662.85,2,4,On Time,0,Road,1303.3,Medium,24,9,393292.32,592.49,537.31,Completed,2026,2,4,April,14,2
SHP005390,14-07-2026,PRD0101,WH003,SUP032,304,249,301,69,1126.74,1,3,On Time,0,Air,1890.1,Medium,17,4,449995.29,303.43,2155.27,Completed,2026,3,7,July,29,14
SHP005391,13-04-2025,PRD0326,WH014,SUP061,140,140,763,623,4723.43,13,13,On Time,0,Sea,3884.7,Medium,0,0,4122967.8,291.81,1037.98,Completed,2025,2,4,April,15,13
SHP005392,16-05-2026,PRD0382,WH021,SUP073,297,297,762,467,3937.12,23,18,Late,5,Sea,3819.4,Medium,2,8,1196993.16,487.42,1069.56,Completed,2026,2,5,May,20,16
SHP005393,04-06-2024,PRD0066,WH018,SUP031,515,515,750,251,3015.12,5,6,On Time,0,Rail,2040.3,Low,16,1,1814674.6,435.13,369.83,Completed,2024,2,6,June,23,4
SHP005394,14-03-2026,PRD0004,WH011,SUP045,397,397,604,220,739.24,2,2,On Time,0,Air,2406,High,13,5,882856.54,178.53,2020.98,Completed,2026,1,3,March,11,14
SHP005395,11-07-2024,PRD0372,WH009,SUP006,598,598,709,114,6212.39,17,13,Late,4,Sea,5279.7,High,3,15,4872414.3,575.89,1312.29,Completed,2024,3,7,July,28,11
SHP005396,01-07-2025,PRD0284,WH020,SUP003,475,436,492,70,19692.62,1,3,On Time,0,Air,12818.2,Low,14,7,4468590.16,406.6,12633.5,Completed,2025,3,7,July,27,1
SHP005397,06-03-2026,PRD0306,WH023,SUP058,372,372,404,50,1096.72,8,8,On Time,0,Rail,2173.7,Low,18,1,2469425.28,289.6,392.13,Completed,2026,1,3,March,10,6
SHP005398,28-06-2026,PRD0073,WH023,SUP050,529,529,793,264,5906.81,7,7,On Time,0,Road,1131.5,Medium,0,4,16462554.06,296.51,361.2,Completed,2026,2,6,June,26,28
SHP005399,30-12-2025,PRD0129,WH008,SUP047,364,364,651,287,2505.67,10,10,On Time,0,Sea,5054,Medium,0,4,1117021.36,547.04,1267.54,Cancelled,2025,4,12,December,1,30
SHP005400,10-12-2025,PRD0232,WH027,SUP028,375,375,817,447,957.19,12,12,On Time,0,Sea,3964.3,High,5,9,971160,451.83,1160.97,Completed,2025,4,12,December,50,10
SHP005401,15-10-2024,PRD0132,WH005,SUP002,144,142,744,606,1115.26,10,12,On Time,0,Sea,7725.9,Medium,4,0,831870.08,395.58,2083.62,Completed,2024,4,10,October,42,15
SHP005402,20-01-2024,PRD0345,WH025,SUP073,244,244,596,363,62835.38,2,3,On Time,0,Air,4174,Medium,11,4,5256628.64,385.76,4162.55,Completed,2024,1,1,January,3,20
SHP005403,06-06-2024,PRD0326,WH001,SUP046,431,431,458,53,1037.21,7,7,On Time,0,Rail,1216.8,Low,26,10,12692850.87,608.27,197.3,Completed,2024,2,6,June,23,6
SHP005404,18-04-2026,PRD0386,WH016,SUP005,74,71,185,116,699.42,1,1,On Time,0,Air,1105.5,Medium,2,0,32566.28,242.77,1026.61,Completed,2026,2,4,April,16,18
SHP005405,20-10-2024,PRD0115,WH015,SUP008,467,467,669,239,248.48,13,9,Late,4,Rail,372.8,Low,37,3,266334.77,153.62,113.26,Completed,2024,4,10,October,42,20
SHP005406,18-01-2024,PRD0109,WH020,SUP003,548,548,790,284,4415.59,15,11,Late,4,Sea,16243.8,Low,42,11,921971.64,476.69,3436.23,Completed,2024,1,1,January,3,18
SHP005407,10-10-2025,PRD0328,WH026,SUP069,395,391,468,92,1661.88,6,8,On Time,0,Rail,1127.1,Medium,15,6,6926850.43,287.63,226.08,Completed,2025,4,10,October,41,10
SHP005408,10-08-2024,PRD0391,WH027,SUP070,316,297,658,373,5412.4,13,15,On Time,0,Sea,5938.3,Medium,12,8,2392091.46,492.2,1691.88,Completed,2024,3,8,August,32,10
